DAY,MONTH,YEAR,CATEGORY_NAME,BRAND_NAME,OFFER_ID,OFFER_NAME,VISIBILITY_INDEX,SHOWS,SHOWS_WITH_PROMOTION,SHOWS_SHARE,CLICKS,CLICKS_WITH_PROMOTION,TO_CART_CONVERSION,TO_CART,TO_CART_WITH_PROMOTION,TO_CART_SHARE,ORDER_ITEMS,ORDER_ITEMS_WITH_PROMOTION,ORDER_ITEMS_TOTAL_AMOUNT,ORDER_ITEMS_TOTAL_AMOUNT_WITH_PROMOTION,TO_ORDER_CONVERSION,ORDER_ITEMS_SHARE,ORDER_ITEMS_DELIVERED_COUNT,ORDER_ITEMS_DELIVERED_COUNT_WITH_PROMOTION,ORDER_ITEMS_DELIVERED_TOTAL_AMOUNT,ORDER_ITEMS_DELIVERED_TOTAL_AMOUNT_WITH_PROMOTION,ORDER_ITEMS_DELIVERED_FROM_ORDERED_COUNT,ORDER_ITEMS_DELIVERED_FROM_ORDERED_TOTAL_AMOUNT,ORDER_ITEMS_DELIVERED_FROM_ORDERED_TOTAL_AMOUNT_WITH_PROMOTION,ORDER_ITEMS_CANCELED_COUNT,ORDER_ITEMS_CANCELED_BY_CREATED_AT_COUNT,ORDER_ITEMS_RETURNED_COUNT,ORDER_ITEMS_RETURNED_BY_CREATED_AT_COUNT
10-10-2025,10-2025,2025,Детские товары · Товары для школы · Пеналы и письменные принадлежности · Чертежные инструменты · Линейки чертежные,BRAUBERG,210647,,14,34,0,11.76,1,0,2.94,1,0,0,0,0,0,0,0,0,1,0,628,0,0,0,0,0,0,0,0
10-10-2025,10-2025,2025,Детские товары · Товары для школы · Пеналы и письменные принадлежности · Чертежные инструменты · Готовальни,Юнландия,210656,,До 5,28,9,0,2,1,3.57,1,0,0,1,1,190,190,100,0,0,0,0,0,1,190,0,0,0,0,0
10-10-2025,10-2025,2025,Детские товары · Товары для школы · Пеналы и письменные принадлежности · Чертежные инструменты · Готовальни,BRAUBERG,210657,,До 5,18,9,0,3,1,5.56,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10-10-2025,10-2025,2025,Детские товары · Товары для школы · Пеналы и письменные принадлежности · Чертежные инструменты · Готовальни,BRAUBERG,210658,,До 5,33,19,48.48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10-10-2025,10-2025,2025,Детские товары · Товары для школы · Пеналы и письменные принадлежности · Чертежные инструменты · Готовальни,BRAUBERG,210659,,До 5,39,18,53.85,2,1,2.56,1,1,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10-10-2025,10-2025,2025,Детские товары · Товары для школы · Пеналы и письменные принадлежности · Чертежные инструменты · Готовальни,BRAUBERG,210660,,До 5,26,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10-10-2025,10-2025,2025,Детские товары · Товары для школы · Пеналы и письменные принадлежности · Ручки · Перья для письма,Остров сокровищ,210672,,60,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10-10-2025,10-2025,2025,Детские товары · Товары для школы · Пеналы и письменные принадлежности · Чертежные инструменты · Наборы чертёжные,Юнландия,210681,,20,146,123,71.23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10-10-2025,10-2025,2025,Детские товары · Товары для школы · Пеналы и письменные принадлежности · Чертежные инструменты · Наборы чертёжные,Юнландия,210682,,16,20,1,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10-10-2025,10-2025,2025,Детские товары · Товары для школы · Пеналы и письменные принадлежности · Чертежные инструменты · Циркули,BRAUBERG,210697,,70,189,46,37.04,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10-10-2025,10-2025,2025,Детские товары · Товары для школы · Пеналы и письменные принадлежности · Чертежные инструменты · Циркули,BRAUBERG,210698,,18,139,49,46.04,1,0,0.72,1,1,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10-10-2025,10-2025,2025,Детские товары · Товары для школы · Пеналы и письменные принадлежности · Чертежные инструменты · Циркули,BRAUBERG,210699,,До 5,156,36,41.67,3,1,0.64,1,1,100,0,0,0,0,0,0,1,1,235,235,0,0,235,0,0,0,0
10-10-2025,10-2025,2025,Детские товары · Товары для школы · Пеналы и письменные принадлежности · Чертежные инструменты · Циркули,BRAUBERG,210700,"Циркуль чертежный для школы 120 мм, защитный колпачок, пластиковый пенал, цвет пастельный розовый, Brauberg Geometry, 210700",66,179,55,0.56,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10-10-2025,10-2025,2025,Детские товары · Товары для школы · Пеналы и письменные принадлежности · Чертежные инструменты · Готовальни,BRAUBERG,210703,,До 5,68,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10-10-2025,10-2025,2025,Детские товары · Товары для школы · Пеналы и письменные принадлежности · Чертежные инструменты · Готовальни,BRAUBERG,210704,,6,125,40,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10-10-2025,10-2025,2025,Детские товары · Товары для школы · Пеналы и письменные принадлежности · Чертежные инструменты · Готовальни,BRAUBERG,210705,,До 5,103,6,0.97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10-10-2025,10-2025,2025,Детские товары · Товары для школы · Пеналы и письменные принадлежности · Чертежные инструменты · Готовальни,BRAUBERG,210712,,25,174,84,66.67,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10-10-2025,10-2025,2025,Детские товары · Товары для школы · Пеналы и письменные принадлежности · Чертежные инструменты · Готовальни,BRAUBERG,210713,,29,380,101,49.21,4,0,0.79,3,3,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10-10-2025,10-2025,2025,Детские товары · Товары для школы · Пеналы и письменные принадлежности · Чертежные инструменты · Готовальни,BRAUBERG,210715,,До 5,238,18,0.42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10-10-2025,10-2025,2025,Детские товары · Товары для школы · Пеналы и письменные принадлежности · Чертежные инструменты · Готовальни,BRAUBERG,210716,,До 5,12,0,8.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10-10-2025,10-2025,2025,Детские товары · Товары для школы · Пеналы и письменные принадлежности · Чертежные инструменты · Наборы чертёжные,Юнландия,210737,"Набор чертежный для школы / геометрии, Юнландия (линейка 20 см, 2 угольника, транспортир), пенал, 210737",29,572,117,45.45,2,0,0.17,1,1,100,1,1,203,203,100,100,0,0,0,0,1,203,0,0,0,0,0
10-10-2025,10-2025,2025,Детские товары · Товары для школы · Пеналы и письменные принадлежности · Чертежные инструменты · Наборы чертёжные,Юнландия,210739,,7,132,92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10-10-2025,10-2025,2025,Детские товары · Товары для школы · Пеналы и письменные принадлежности · Чертежные инструменты · Линейки чертежные,BRAUBERG,210745,,12,46,0,32.61,2,0,2.17,1,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10-10-2025,10-2025,2025,Детские товары · Товары для школы · Пеналы и письменные принадлежности · Чертежные инструменты · Наборы чертёжные,BRAUBERG,210746,,6,144,77,58.33,2,2,0,0,0,0,0,0,0,0,0,0,1,1,273,273,0,0,273,0,0,0,0
10-10-2025,10-2025,2025,Детские товары · Товары для школы · Пеналы и письменные принадлежности · Чертежные инструменты · Наборы чертёжные,Юнландия,210756,,21,261,12,44.83,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10-10-2025,10-2025,2025,Детские товары · Товары для школы · Пеналы и письменные принадлежности · Чертежные инструменты · Наборы чертёжные,BRAUBERG,210762,,6,34,13,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,171,171,0,0,171,0,0,0,0
10-10-2025,10-2025,2025,Детские товары · Товары для школы · Пеналы и письменные принадлежности · Чертежные инструменты · Наборы чертёжные,BRAUBERG,210763,,До 5,133,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10-10-2025,10-2025,2025,Детские товары · Товары для школы · Пеналы и письменные принадлежности · Чертежные инструменты · Наборы чертёжные,BRAUBERG,210764,,8,40,27,52.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10-10-2025,10-2025,2025,Детские товары · Товары для школы · Пеналы и письменные принадлежности · Чертежные инструменты · Наборы чертёжные,BRAUBERG,210770,,17,222,77,59.01,3,0,0,0,0,0,0,0,0,0,0,0,2,2,362,362,0,0,362,0,0,0,0
10-10-2025,10-2025,2025,Детские товары · Товары для школы · Пеналы и письменные принадлежности · Чертежные инструменты · Наборы чертёжные,BRAUBERG,210771,,6,215,60,44.65,0,0,0,0,0,0,0,0,0,0,0,0,1,1,206,206,0,0,206,0,0,0,0
10-10-2025,10-2025,2025,Детские товары · Товары для школы · Пеналы и письменные принадлежности · Чертежные инструменты · Наборы чертёжные,BRAUBERG,210772,,10,32,26,84.38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10-10-2025,10-2025,2025,Детские товары · Товары для школы · Пеналы и письменные принадлежности · Чертежные инструменты · Линейки чертежные,STAFF,210803,,26,303,176,0,2,1,0,0,0,0,0,0,0,0,0,0,1,1,169,169,0,0,169,0,0,0,0
10-10-2025,10-2025,2025,Детские товары · Товары для школы · Пеналы и письменные принадлежности · Чертежные инструменты · Готовальни,BRAUBERG,210804,"Готовальня с циркулем школьная 132 мм, набор 3 предмета для черчения, механический карандаш, ластик и грифель в пластиковом пенале, Brauberg, 210804",До 5,7,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10-10-2025,10-2025,2025,Детские товары · Товары для школы · Пеналы и письменные принадлежности · Чертежные инструменты · Сменные чертёжные аксессуары,BRAUBERG,210805,,23,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10-10-2025,10-2025,2025,Детские товары · Товары для школы · Пеналы и письменные принадлежности · Чертежные инструменты · Сменные чертёжные аксессуары,BRAUBERG,210806,,36,58,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10-10-2025,10-2025,2025,Детские товары · Товары для школы · Пеналы и письменные принадлежности · Чертежные инструменты · Сменные чертёжные аксессуары,BRAUBERG,210807,,46,56,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10-10-2025,10-2025,2025,Детские товары · Товары для школы · Пеналы и письменные принадлежности · Чертежные инструменты · Линейки чертежные,ГРАНДМАСТЕР,210813,,10,106,5,61.32,0,0,0,0,0,0,0,0,0,0,0,0,1,1,173,173,0,0,173,0,0,0,0
10-10-2025,10-2025,2025,Детские товары · Товары для школы · Пеналы и письменные принадлежности · Чертежные инструменты · Линейки чертежные,ГРАНДМАСТЕР,210814,,18,128,66,63.28,2,1,0.78,1,1,100,1,1,219,219,100,100,1,1,219,219,1,219,219,0,0,0,0
10-10-2025,10-2025,2025,Детские товары · Товары для школы · Пеналы и письменные принадлежности · Чертежные инструменты · Линейки чертежные,ГРАНДМАСТЕР,210815,"Линейка 100 см школьная для черчения и геометрии металлическая суперпрочная, ПВХ чехол, Грандмастер, 210815",26,15,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10-10-2025,10-2025,2025,Детские товары · Товары для школы · Пеналы и письменные принадлежности · Чертежные инструменты · Наборы чертёжные,BRAUBERG,210816,,До 5,41,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10-10-2025,10-2025,2025,Детские товары · Товары для школы · Пеналы и письменные принадлежности · Чертежные инструменты · Циркули,BRAUBERG,210817,,10,43,24,51.16,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10-10-2025,10-2025,2025,Детские товары · Товары для школы · Пеналы и письменные принадлежности · Чертежные инструменты · Циркули,BRAUBERG,210818,,60,56,0,0,7,0,1.79,1,0,0,1,0,333,0,100,0,0,0,0,0,1,333,0,0,0,0,0
10-10-2025,10-2025,2025,Детские товары · Товары для школы · Пеналы и письменные принадлежности · Чертежные инструменты · Циркули,BRAUBERG,210819,,36,69,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10-10-2025,10-2025,2025,Детские товары · Товары для школы · Пеналы и письменные принадлежности · Чертежные инструменты · Циркули,BRAUBERG,210820,,До 5,20,13,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10-10-2025,10-2025,2025,Детские товары · Товары для школы · Пеналы и письменные принадлежности · Чертежные инструменты · Готовальни,BRAUBERG,210821,,До 5,23,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10-10-2025,10-2025,2025,Детские товары · Товары для школы · Пеналы и письменные принадлежности · Чертежные инструменты · Готовальни,BRAUBERG,210822,,34,37,15,0,2,0,2.7,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10-10-2025,10-2025,2025,Детские товары · Товары для школы · Пеналы и письменные принадлежности · Чертежные инструменты · Готовальни,BRAUBERG,210823,,До 5,32,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10-10-2025,10-2025,2025,Детские товары · Товары для школы · Пеналы и письменные принадлежности · Чертежные инструменты · Готовальни,BRAUBERG,210824,,До 5,38,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10-10-2025,10-2025,2025,Детские товары · Товары для школы · Пеналы и письменные принадлежности · Чертежные инструменты · Наборы чертёжные,Пифагор,210850,,46,219,114,68.95,0,0,0,0,0,0,0,0,0,0,0,0,1,1,158,158,0,0,158,0,0,0,0
10-10-2025,10-2025,2025,Детские товары · Товары для школы · Пеналы и письменные принадлежности · Чертежные инструменты · Наборы чертёжные,Пифагор,210852,,24,37,1,89.19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10-10-2025,10-2025,2025,Детские товары · Товары для школы · Пеналы и письменные принадлежности · Чертежные инструменты · Наборы чертёжные,BRAUBERG,210853,,9,326,100,0.61,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10-10-2025,10-2025,2025,Детские товары · Товары для школы · Пеналы и письменные принадлежности · Чертежные инструменты · Наборы чертёжные,Пифагор,210854,,10,101,5,63.37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10-10-2025,10-2025,2025,Детские товары · Товары для школы · Пеналы и письменные принадлежности · Чертежные инструменты · Готовальни,Пифагор,210859,,До 5,8,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10-10-2025,10-2025,2025,Детские товары · Товары для школы · Пеналы и письменные принадлежности · Чертежные инструменты · Готовальни,Пифагор,210860,,42,28,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10-10-2025,10-2025,2025,Детские товары · Товары для школы · Пеналы и письменные принадлежности · Чертежные инструменты · Готовальни,STAFF,210863,,14,97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10-10-2025,10-2025,2025,Детские товары · Товары для школы · Пеналы и письменные принадлежности · Чертежные инструменты · Линейки чертежные,STAFF,210870,,6,37,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10-10-2025,10-2025,2025,Детские товары · Товары для школы · Пеналы и письменные принадлежности · Чертежные инструменты · Наборы чертёжные,BRAUBERG,210871,,8,17,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10-10-2025,10-2025,2025,Детские товары · Товары для школы · Пеналы и письменные принадлежности · Чертежные инструменты · Наборы чертёжные,BRAUBERG,210872,,До 5,24,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10-10-2025,10-2025,2025,Детские товары · Товары для школы · Пеналы и письменные принадлежности · Чертежные инструменты · Линейки чертежные,Пифагор,210906,,До 5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10-10-2025,10-2025,2025,"Детские товары · Товары для школы · Канцелярские товары · Скрепки, кнопки · Зажимы для бумаги",BRAUBERG,220560,,До 5,60,58,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10-10-2025,10-2025,2025,Детские товары · Товары для школы · Пеналы и письменные принадлежности · Канцелярские корректоры,BRAUBERG,220618,,До 5,34,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10-10-2025,10-2025,2025,Детские товары · Товары для школы · Пеналы и письменные принадлежности · Канцелярские корректоры,BRAUBERG,220641,,До 5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10-10-2025,10-2025,2025,"Детские товары · Товары для школы · Канцелярские товары · Степлеры, скобы, антистеплеры · Степлеры канцелярские",BRAUBERG,220942,,До 5,253,195,58.89,18,13,1.58,4,4,100,1,1,695,695,25,100,1,1,695,695,1,695,695,0,0,0,0
10-10-2025,10-2025,2025,"Детские товары · Товары для школы · Канцелярские товары · Степлеры, скобы, антистеплеры · Скобы для степлера канцелярского",BRAUBERG,220951,"Скобы для канцелярского степлера №23/13, набор 1000 штук, Brauberg, от 30 до 80 листов, 220951",До 5,22,4,27.27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10-10-2025,10-2025,2025,Детские товары · Товары для школы · Канцелярские товары · Скотч,BRAUBERG,221108,,До 5,74,9,0,9,0,1.35,1,0,0,0,0,0,0,0,0,1,1,180,180,0,0,180,0,0,0,0
10-10-2025,10-2025,2025,Детские товары · Товары для школы · Канцелярские товары · Скотч,BRAUBERG,221109,,До 5,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10-10-2025,10-2025,2025,"Детские товары · Товары для школы · Канцелярские товары · Скрепки, кнопки · Зажимы для бумаги",BRAUBERG,221127,,До 5,20,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10-10-2025,10-2025,2025,"Детские товары · Товары для школы · Канцелярские товары · Скрепки, кнопки · Зажимы для бумаги",BRAUBERG,221129,,До 5,16,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10-10-2025,10-2025,2025,Детские товары · Товары для школы · Канцелярские товары · Дыроколы,BRAUBERG,221160,,38,129,95,80.62,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10-10-2025,10-2025,2025,"Детские товары · Товары для школы · Канцелярские товары · Степлеры, скобы, антистеплеры · Скобы для степлера канцелярского",BRAUBERG,221163,,До 5,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10-10-2025,10-2025,2025,"Детские товары · Товары для школы · Канцелярские товары · Степлеры, скобы, антистеплеры · Скобы для степлера канцелярского",BRAUBERG,221165,,До 5,26,21,15.38,1,1,0,0,0,0,0,0,0,0,0,0,1,0,306,0,0,0,0,0,0,0,0
10-10-2025,10-2025,2025,Детские товары · Товары для школы · Канцелярские товары · Файлы и папки · Папки,BRAUBERG,221202,,До 5,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10-10-2025,10-2025,2025,Детские товары · Товары для школы · Канцелярские товары · Файлы и папки · Папки,BRAUBERG,221204,,60,25,17,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10-10-2025,10-2025,2025,Детские товары · Товары для школы · Канцелярские товары · Файлы и папки · Папки,BRAUBERG,221375,"Папка-портфель пласт. BRAUBERG А4 (332х245х35мм), 13 отделений, фактура диагональ, черный,221375",До 5,24,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10-10-2025,10-2025,2025,Детские товары · Товары для школы · Канцелярские товары · Файлы и папки · Папки,BRAUBERG,221378,,До 5,51,0,0,2,0,1.96,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10-10-2025,10-2025,2025,Детские товары · Товары для школы · Канцелярские товары · Файлы и папки · Папки,BRAUBERG,221379,,До 5,100,50,56,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10-10-2025,10-2025,2025,Детские товары · Товары для школы · Канцелярские товары · Файлы и папки · Папки,BRAUBERG,221391,,До 5,69,0,53.62,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10-10-2025,10-2025,2025,Детские товары · Товары для школы · Канцелярские товары · Файлы и папки · Папки,BRAUBERG,221438,,70,57,0,45.61,5,0,1.75,1,0,100,1,0,758,0,100,100,0,0,0,0,1,758,0,0,0,0,0
10-10-2025,10-2025,2025,"Детские товары · Товары для школы · Канцелярские товары · Скрепки, кнопки · Зажимы для бумаги",BRAUBERG,221538,,10,49,36,0,3,2,2.04,1,1,0,4,4,1068,1068,100,0,0,0,0,0,4,1068,0,0,0,0,0
10-10-2025,10-2025,2025,Детские товары · Товары для школы · Канцелярские товары · Файлы и папки · Папки,BRAUBERG,221602,,7,39,0,87.18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10-10-2025,10-2025,2025,Детские товары · Товары для школы · Канцелярские товары · Файлы и папки · Папки,BRAUBERG,221603,,До 5,26,0,69.23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10-10-2025,10-2025,2025,Детские товары · Товары для школы · Канцелярские товары · Файлы и папки · Папки,BRAUBERG,221609,,11,29,21,48.28,1,1,3.45,1,1,100,4,4,2200,2200,100,100,0,0,0,0,4,2200,0,0,0,0,0
10-10-2025,10-2025,2025,Детские товары · Товары для школы · Канцелярские товары · Файлы и папки · Папки,BRAUBERG,221610,,До 5,20,20,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10-10-2025,10-2025,2025,Детские товары · Товары для школы · Канцелярские товары · Файлы и папки · Папки,BRAUBERG,221617,,До 5,21,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10-10-2025,10-2025,2025,Детские товары · Товары для школы · Канцелярские товары · Файлы и папки · Папки,BRAUBERG,221618,,До 5,23,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10-10-2025,10-2025,2025,Детские товары · Товары для школы · Канцелярские товары · Файлы и папки · Папки,BRAUBERG,221620,,До 5,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10-10-2025,10-2025,2025,Детские товары · Товары для школы · Канцелярские товары · Файлы и папки · Папки,BRAUBERG,221633,,7,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10-10-2025,10-2025,2025,Детские товары · Товары для школы · Канцелярские товары · Файлы и папки · Папки,BRAUBERG,221646,,До 5,53,38,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10-10-2025,10-2025,2025,Детские товары · Товары для школы · Канцелярские товары · Скотч,BRAUBERG,221687,,26,124,10,75.81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10-10-2025,10-2025,2025,Детские товары · Товары для школы · Канцелярские товары · Скотч,BRAUBERG,221688,,До 5,21,2,42.86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10-10-2025,10-2025,2025,Детские товары · Товары для школы · Канцелярские товары · Файлы и папки · Файлы,BRAUBERG,221710,,До 5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10-10-2025,10-2025,2025,Детские товары · Товары для школы · Канцелярские товары · Файлы и папки · Файлы,BRAUBERG,221712,,До 5,1,1,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10-10-2025,10-2025,2025,Детские товары · Товары для школы · Канцелярские товары · Файлы и папки · Файлы,BRAUBERG,221713,,До 5,2,2,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10-10-2025,10-2025,2025,Детские товары · Товары для школы · Канцелярские товары · Файлы и папки · Файлы,BRAUBERG,221714,,28,68,0,57.35,0,0,0,0,0,0,0,0,0,0,0,0,2,2,642,642,0,0,642,0,0,0,0
10-10-2025,10-2025,2025,Детские товары · Товары для школы · Канцелярские товары · Файлы и папки · Файлы,BRAUBERG,221715,,9,41,0,73.17,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10-10-2025,10-2025,2025,Детские товары · Товары для школы · Канцелярские товары · Файлы и папки · Папки,BRAUBERG,221786,,До 5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10-10-2025,10-2025,2025,Детские товары · Товары для школы · Канцелярские товары · Файлы и папки · Папки,BRAUBERG,221787,,До 5,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10-10-2025,10-2025,2025,Детские товары · Товары для школы · Канцелярские товары · Файлы и папки · Папки,BRAUBERG,221789,,До 5,8,1,25,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10-10-2025,10-2025,2025,Детские товары · Товары для школы · Канцелярские товары · Файлы и папки · Папки,BRAUBERG,221790,,До 5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10-10-2025,10-2025,2025,Детские товары · Товары для школы · Канцелярские товары · Файлы и папки · Папки,BRAUBERG,221791,,12,25,1,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10-10-2025,10-2025,2025,Детские товары · Товары для школы · Канцелярские товары · Файлы и папки · Папки,BRAUBERG,221792,,До 5,9,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10-10-2025,10-2025,2025,Детские товары · Товары для школы · Канцелярские товары · Файлы и папки · Папки,BRAUBERG,221793,,До 5,3,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10-10-2025,10-2025,2025,Детские товары · Товары для школы · Канцелярские товары · Файлы и папки · Папки,BRAUBERG,221795,,7,7,1,71.43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
